"ID","Year","AMC","AMP","AXO","AZI","CHL","CIP","COT","FIS","FOX","GEN","MER","NAL","STR","TET"
"17CO02GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO04GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO06GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO06GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO07GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17CO07GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO09GB04",2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17CO09GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO09GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO10GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO10GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO10GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17CO12GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA01GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"17GA01GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA01GB04",2017,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"17GA01GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA01GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA01GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA01GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17GA01GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA02GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA02GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA02GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17GA03GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA03GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA04GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA04GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA04GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA05GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA05GB06",2017,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"17GA05GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17GA06GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA06GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA07GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA07GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA07GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA08GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA08GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA09GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA10GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA10GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA11GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17GA11GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA12GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA12GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17GA12GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA01GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA01GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA01GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA01GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA02GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA02GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA02GB06",2017,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"17IA02GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA02GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA03GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA03GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA03GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA03GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA03GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA04GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA04GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA05GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA05GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA05GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17IA06GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA06GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA06GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA07GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA07GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA07GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17IA08GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA08GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17IA08GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA09GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA10GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA10GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17IA11GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17KS01GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS01GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS02GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS02GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS03GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS05GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS06GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS06GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS06GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17KS07GB06",2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17KS07GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS08GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"17KS08GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17KS09GB02",2017,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"17KS09GB04",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17KS09GB06",2017,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"17KS09GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17KS10GB04",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17KS10GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17KS12GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD01GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17MD02GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17MD02GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD02GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD03GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD04GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD04GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD04GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD04GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD05GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD05GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17MD05GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD06GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD06GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD06GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD08GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD09GB01",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17MD09GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD09GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD09GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD10GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17MD12GB01",2017,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"17MD12GB03",2017,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"17MD12GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17OR01GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17OR02GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR02GB07",2017,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"17OR02GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR03GB01",2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17OR03GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR05GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR06GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR07GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR07GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR08GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR09GB02",2017,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"17OR09GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR10GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR11GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR11GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR11GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR12GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17OR12GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA01GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA01GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA01GB07",2017,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"17PA01GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA02GB04",2017,0,1,0,0,0,0,1,1,0,0,0,0,1,1
"17PA03GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA03GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA04GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA04GB05",2017,0,1,0,0,1,0,1,1,0,0,0,0,1,1
"17PA04GB09",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17PA05GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA05GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA06GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17PA06GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA07GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA07GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA07GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17PA08GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA10GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA10GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA11GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA11GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17PA11GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC01GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC01GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC02GB10",2017,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"17SC03GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC04GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SC04GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SC05GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC05GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC06GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SC06GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC06GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC06GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC07GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC07GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC08GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC08GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SC08GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC09GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC09GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC11GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC11GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SC11GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD02GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD02GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD02GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD02GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD02GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD03GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD03GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SD03GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD03GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SD03GB09",2017,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"17SD04GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD04GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD04GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD05GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD05GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD06GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SD06GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD06GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD07GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SD08GB04",2017,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"17SD08GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD08GB08",2017,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"17SD08GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD09GB02",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"17SD09GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD09GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD09GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD10GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD10GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD10GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD11GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD11GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD11GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD12GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17SD12GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17SD12GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN01GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"17TN01GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN01GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN01GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN02GB06",2017,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"17TN02GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN02GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN02GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN03GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN03GB02",2017,1,1,0,0,0,0,1,1,0,0,0,0,0,1
"17TN03GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN03GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN03GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN04GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN05GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN08GB02",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"17TN08GB04",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"17TN08GB08",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN09GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"17TN10GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN10GB10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN12GB02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TN12GB06",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX01GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX01GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX01GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX01GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX04GB04",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX05GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX06GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX06GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX07GB05",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX07GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX09GB03",2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17TX09GB07",2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17TX10GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX10GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX10GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX11GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX11GB07",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX12GB01",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX12GB03",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17TX12GB09",2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"18CA01GB01",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA02GB01",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA04GB05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA07GB05",2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"18CA08GB02",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA08GB03",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA10GB03",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA10GB05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA12GB01UCD",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA12GB03UCD",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CA12GB04UCD",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO01GB07",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO02GB07",2018,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"18CO02GB09",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO03GB06",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO04GB03",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO05GB01",2018,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"18CO05GB05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO05GB06",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO06GB09",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO08GB03",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO08GB06",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO11GB03",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO11GB05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO12GB05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18CO12GB10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA02GB04",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA02GB08",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA02GB10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA03GB02",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA03GB04",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA03GB06",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA03GB10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA04GB10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"18GA05VL03",2018,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"18GA06GB02",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA06GB10",2018,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"18GA06VL01",2018,0,1,0,0,1,0,0,1,0,0,0,0,1,1
"18GA06VL04",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA07GB02",2018,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"18GA07VL05",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA07VL07",2018,0,1,1,1,1,0,1,1,0,1,0,0,1,1
"18GA07VL08",2018,0,1,0,0,0,0,1,1,0,0,0,1,0,1
"18GA08GB04",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA08GB08",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA08GB10",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18GA08VL01",2018,0,1,0,0,1,0,1,1,0,0,0,0,1,1
"18GA08VL04",2018,0,1,0,0,0,0,0,1,0,0,0,0,1,1
"18GA08VL07",2018,0,1,0,0,1,0,1,1,0,0,0,0,1,1
